epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,8.86779626947365,0.0012966804979253112,7.346339572980566,0.0015933232169954477,0.31919999182224273
10,6.00151003275486,0.035736514522821575,7.167986448528697,0.003262518968133536,0.36399999022483825
20,4.092401753987698,0.2572614107883817,8.755814746745582,0.002731411229135053,0.3735999897122383
30,3.012390185665611,0.42053941908713693,10.150953357659498,0.0025796661608497723,0.3727999903261662
40,2.3843536376953125,0.520746887966805,11.21687210416331,0.002503793626707132,0.39679998859763144
50,1.9395000121451371,0.6034751037344398,12.144194204830429,0.002731411229135053,0.4099999897927046
60,1.5713810731243614,0.6825726141078838,12.65739026115936,0.0024279210925644916,0.39119998991489413
70,1.2778424458787931,0.7523340248962656,12.974623069022465,0.002276176024279211,0.4247999873757362
80,1.044817392399769,0.8069502074688797,13.518458153437642,0.00204855842185129,0.4383999885618687
90,0.8488080023929773,0.8561721991701244,13.873410206396603,0.002503793626707132,0.4331999871879816
100,0.693770260605591,0.8960580912863071,14.303267349317236,0.0021244309559939304,0.44239998757839205
110,0.5688746470883982,0.9257780082987552,14.675168639247858,0.002276176024279211,0.4399999878555536
120,0.4691655752279901,0.9486514522821576,14.88213302093802,0.0021244309559939304,0.4607999876141548
130,0.3874617532783786,0.9658195020746888,15.113430375034369,0.002352048558421851,0.46239998668432236
140,0.32665422302208197,0.974896265560166,15.318175139936429,0.0021244309559939304,0.4675999890267849
150,0.27429514264823585,0.9822614107883817,15.55247113311175,0.00204855842185129,0.4379999887943268
