epoch,train_loss,train_acc,test_loss,test_acc,fs_1shot_mean
1,33.91865427446681,0.001141078838174274,9.792231332908557,0.00030349013657056146,0.46919998720288275
10,9.952509362176555,0.001504149377593361,9.683198063118944,0.0015174506828528073,0.44559998854994776
20,9.156006070951753,0.008091286307053943,9.705388212666929,7.587253414264036e-05,0.47839998699724673
30,8.76372405235341,0.025051867219917014,10.088029926263014,0.002503793626707132,0.5347999879717826
40,7.864666458786718,0.06934647302904565,10.771119798271402,0.001441578148710167,0.5411999863386154
50,6.630380463126479,0.17157676348547718,11.617900339145105,0.002276176024279211,0.5591999863088131
60,6.327547264414907,0.27603734439834027,12.434973105643559,0.0018968133535660092,0.5631999872624874
70,5.4095896727201955,0.36877593360995853,13.086437447557172,0.0019726858877086493,0.5571999883651734
80,4.918858823397302,0.43978215767634854,13.662972153969182,0.00204855842185129,0.5707999846339226
90,4.381026699053531,0.5039419087136929,14.200136730971845,0.0018968133535660092,0.5671999821066857
100,3.9712082305491365,0.5510892116182573,14.65492992030764,0.0018968133535660092,0.5883999863266944
110,4.231063289358127,0.5919605809128631,15.08970218028837,0.0019726858877086493,0.5819999860227107
120,3.2149508354679637,0.6356846473029045,15.481431859210858,0.0022003034901365705,0.5927999848127365
130,3.7470340997178035,0.6654564315352697,15.830513833795937,0.002352048558421851,0.5943999823927879
140,3.072314194890837,0.6983921161825726,16.204290621488997,0.0021244309559939304,0.5991999855637551
150,3.7979191241674863,0.7228734439834025,16.509466791615903,0.002352048558421851,0.5819999839365483
